what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870299386
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870311334
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870316167
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870319224
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870335177
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870341380
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487870345480
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.ClassFileEditor",1487870345480
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1487870352458
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870356568
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870357721
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1487870357783
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487870357783
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487870358722
closed,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1487870358722
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870359369
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870360599
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1487870360652
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1487870360652
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870363584
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870368566
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1487870368795
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1487870369419
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1487870369419
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1487870369450
